,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid
0,Female,71,Greater than 45,Caucasian,0,0,0,0,M,0
1,Male,30,25 - 45,Caucasian,0,0,0,4,M,0
2,Male,54,Greater than 45,Caucasian,0,0,0,0,F,0
3,Male,55,Greater than 45,Caucasian,0,0,0,0,F,1
4,Male,30,25 - 45,African-American,0,0,0,0,M,1
5,Male,34,25 - 45,African-American,0,0,0,2,F,0
6,Male,20,Less than 25,African-American,0,0,0,0,F,1
7,Male,33,25 - 45,African-American,0,0,0,4,M,0
8,Male,19,Less than 25,African-American,0,0,1,2,F,1
9,Male,38,25 - 45,Caucasian,0,0,0,7,F,1
10,Male,32,25 - 45,African-American,0,0,1,4,F,1
11,Male,33,25 - 45,African-American,0,0,0,0,F,0
12,Female,29,25 - 45,Caucasian,0,0,0,1,F,0
13,Male,46,25 - 45,Caucasian,0,0,0,0,F,0
14,Female,60,Greater than 45,Caucasian,0,0,0,4,F,0
15,Male,32,25 - 45,Hispanic,0,0,0,1,F,0
16,Male,24,Less than 25,African-American,0,0,0,0,F,0
17,Female,27,25 - 45,African-American,0,0,0,0,F,0
18,Male,27,25 - 45,Other,0,0,0,1,M,0
19,Male,60,Greater than 45,Caucasian,0,0,0,11,F,0
20,Female,28,25 - 45,African-American,0,0,0,2,M,0
21,Female,24,Less than 25,African-American,0,0,0,1,F,0
22,Male,28,25 - 45,Hispanic,0,0,0,0,F,0
23,Female,25,Less than 25,Caucasian,0,0,0,0,F,0
24,Male,24,Less than 25,Hispanic,0,0,0,0,M,0
25,Male,21,Less than 25,African-American,0,0,1,0,F,1
26,Male,26,25 - 45,African-American,0,0,0,0,F,0
27,Male,30,25 - 45,African-American,0,0,0,2,F,1
28,Male,60,Greater than 45,African-American,0,0,0,0,F,0
29,Female,22,Less than 25,Caucasian,0,0,0,2,M,0
30,Male,32,25 - 45,African-American,0,0,0,0,F,0
31,Female,21,Less than 25,African-American,0,1,0,0,F,0
32,Male,46,Greater than 45,Caucasian,0,0,0,1,M,0
33,Male,39,25 - 45,African-American,0,0,0,0,F,0
34,Male,31,25 - 45,African-American,0,0,0,11,F,0
35,Male,42,25 - 45,Caucasian,0,0,0,3,M,1
36,Male,37,25 - 45,African-American,1,0,0,14,F,1
37,Male,25,Less than 25,African-American,0,0,0,0,F,1
38,Male,30,25 - 45,Caucasian,0,0,1,3,M,0
39,Female,52,Greater than 45,Caucasian,0,0,0,0,M,0
40,Male,31,25 - 45,African-American,0,0,0,3,F,0
41,Female,32,25 - 45,African-American,0,0,0,0,F,0
42,Male,45,Greater than 45,Caucasian,0,0,0,1,M,0
43,Male,38,25 - 45,African-American,0,0,0,4,M,0
44,Male,39,25 - 45,African-American,0,0,0,0,M,1
45,Female,22,Less than 25,African-American,0,0,0,1,F,1
46,Male,22,Less than 25,Caucasian,0,0,0,2,F,0
47,Male,21,Less than 25,African-American,0,0,0,0,F,1
48,Male,24,25 - 45,Caucasian,2,1,0,2,M,1
49,Male,32,25 - 45,Caucasian,0,0,0,0,F,0
50,Male,24,Less than 25,African-American,0,0,0,1,F,0
51,Male,36,25 - 45,African-American,0,0,1,4,M,0
52,Female,38,25 - 45,Caucasian,0,0,0,0,F,0
53,Female,23,Greater than 45,Hispanic,0,0,0,0,M,1
54,Female,26,25 - 45,African-American,0,0,0,4,F,0
55,Female,56,Greater than 45,African-American,0,0,0,1,F,0
56,Male,23,Less than 25,Caucasian,0,1,0,0,M,0
57,Male,46,25 - 45,Other,0,0,0,0,F,0
58,Female,21,Less than 25,African-American,0,0,0,0,M,0
59,Male,31,25 - 45,African-American,0,0,0,0,F,1
60,Female,60,Greater than 45,African-American,0,0,0,4,F,0
61,Male,26,25 - 45,African-American,0,0,0,14,F,1
62,Female,31,25 - 45,Hispanic,0,0,0,0,M,0
63,Female,32,25 - 45,African-American,0,0,0,2,F,1
64,Male,21,Less than 25,Caucasian,0,0,1,0,M,1
65,Male,26,25 - 45,African-American,1,0,0,7,F,1
66,Female,23,Less than 25,Caucasian,0,0,0,0,M,0
67,Male,22,Less than 25,African-American,0,1,0,1,M,0
68,Male,34,25 - 45,African-American,0,0,0,4,M,0
69,Male,54,Greater than 45,Caucasian,0,0,0,7,F,0
70,Female,38,25 - 45,African-American,0,0,0,4,F,0
71,Male,23,Less than 25,African-American,0,0,0,0,M,1
72,Male,31,25 - 45,Caucasian,0,0,0,6,M,1
73,Male,25,25 - 45,Caucasian,0,0,0,7,F,1
74,Male,21,Less than 25,African-American,0,0,0,4,F,0
75,Male,20,Less than 25,Caucasian,0,0,0,0,F,0
76,Female,29,25 - 45,Caucasian,0,0,0,0,F,0
77,Male,40,25 - 45,African-American,0,0,0,25,F,1
78,Male,29,25 - 45,Caucasian,0,0,0,1,F,0
79,Male,49,Greater than 45,Hispanic,0,0,0,2,M,1
80,Male,28,Greater than 45,Caucasian,0,0,0,4,F,1
81,Male,41,25 - 45,African-American,0,0,0,3,F,0
82,Male,38,25 - 45,Caucasian,0,0,0,4,F,0
83,Male,26,25 - 45,African-American,0,0,0,1,F,1
84,Male,47,Greater than 45,African-American,0,0,0,0,F,0
85,Female,38,25 - 45,African-American,0,0,0,7,F,0
86,Female,58,Greater than 45,Hispanic,0,0,0,0,M,0
87,Female,24,Less than 25,Caucasian,0,0,1,0,F,1
88,Male,35,25 - 45,African-American,0,0,0,1,F,1
89,Male,21,Less than 25,African-American,0,0,0,1,F,0
90,Male,37,25 - 45,Other,0,0,0,0,M,0
91,Male,36,25 - 45,African-American,0,0,0,0,M,0
92,Male,32,25 - 45,African-American,0,0,0,6,F,0
93,Male,32,25 - 45,Hispanic,0,0,0,0,M,0
94,Female,47,25 - 45,Caucasian,3,0,0,4,F,0
95,Male,29,25 - 45,Caucasian,0,0,0,2,F,0
96,Male,21,Less than 25,African-American,0,0,0,0,F,0
97,Male,36,25 - 45,African-American,0,0,0,2,F,0
98,Male,55,Greater than 45,Caucasian,0,0,0,0,M,0
99,Male,36,25 - 45,Hispanic,0,0,0,0,M,0
100,Female,26,Less than 25,Caucasian,0,0,0,1,F,1
101,Male,25,25 - 45,Other,0,0,0,0,M,0
102,Male,26,25 - 45,African-American,3,0,0,1,F,0
103,Male,44,25 - 45,Other,0,0,0,6,F,0
104,Male,36,25 - 45,African-American,0,0,0,4,F,1
105,Male,25,25 - 45,African-American,0,0,0,6,M,0
106,Male,25,25 - 45,African-American,0,0,0,7,F,1
