,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid
0,Male,54,Greater than 45,Caucasian,0,0,0,0,M,0
1,Male,30,25 - 45,African-American,0,0,1,7,F,1
2,Male,23,Less than 25,Other,0,0,0,0,M,0
3,Female,23,Less than 25,Hispanic,0,0,0,0,M,0
4,Male,23,25 - 45,African-American,0,0,0,0,F,1
5,Male,24,25 - 45,African-American,0,0,1,2,F,1
6,Male,53,Greater than 45,African-American,0,0,0,4,M,0
7,Male,39,25 - 45,Hispanic,0,0,0,10,F,1
8,Male,66,Greater than 45,Caucasian,0,0,0,1,F,1
9,Female,24,Less than 25,African-American,0,0,0,0,M,1
10,Male,28,25 - 45,Caucasian,0,0,0,0,F,0
11,Male,27,25 - 45,Other,0,0,0,0,F,0
12,Male,49,Greater than 45,African-American,0,0,0,4,M,1
13,Female,21,Less than 25,African-American,0,0,0,1,F,1
14,Male,34,25 - 45,African-American,0,2,1,15,F,1
15,Male,20,Less than 25,African-American,0,0,0,0,M,1
16,Male,25,25 - 45,African-American,0,0,0,4,F,1
17,Male,19,Less than 25,African-American,0,0,0,0,F,1
18,Male,37,25 - 45,African-American,0,0,0,0,M,1
19,Female,21,Less than 25,African-American,0,0,0,0,F,1
20,Male,20,Less than 25,Caucasian,0,0,0,0,M,1
21,Male,28,25 - 45,African-American,0,1,0,23,F,1
22,Male,22,Less than 25,African-American,0,0,0,0,F,0
23,Male,50,25 - 45,African-American,0,0,0,7,M,1
24,Female,23,Less than 25,African-American,0,0,0,0,M,0
25,Male,23,Less than 25,Caucasian,0,0,0,0,F,0
26,Male,28,25 - 45,African-American,0,0,0,0,F,0
27,Male,23,Less than 25,Other,0,0,0,1,F,0
28,Male,33,25 - 45,African-American,0,0,0,4,F,0
29,Male,28,25 - 45,Caucasian,0,0,0,1,F,1
30,Male,22,Less than 25,African-American,0,1,0,0,M,1
31,Male,38,25 - 45,Hispanic,0,0,0,3,F,0
32,Female,21,Less than 25,African-American,0,0,0,0,M,0
33,Male,35,25 - 45,Other,0,0,0,0,F,0
34,Male,51,Greater than 45,Caucasian,0,0,0,0,M,0
35,Male,37,25 - 45,Caucasian,0,0,0,2,F,0
36,Male,70,Greater than 45,African-American,0,0,0,2,F,0
37,Female,20,Less than 25,Caucasian,0,0,0,0,F,1
38,Male,50,25 - 45,African-American,0,0,1,6,M,1
39,Male,20,Less than 25,African-American,0,0,0,2,F,1
40,Male,31,25 - 45,Caucasian,0,0,0,2,M,0
41,Male,37,25 - 45,African-American,0,0,0,13,M,1
42,Male,26,25 - 45,Caucasian,0,0,0,0,F,0
43,Male,65,Greater than 45,Caucasian,0,0,0,0,F,0
44,Male,27,25 - 45,African-American,0,0,0,0,M,0
45,Female,35,25 - 45,African-American,0,0,0,0,M,0
46,Male,34,25 - 45,African-American,0,0,0,2,F,0
47,Male,23,Less than 25,African-American,0,0,0,7,F,0
48,Male,20,Less than 25,African-American,0,0,0,0,F,1
49,Male,29,25 - 45,African-American,0,0,0,0,M,0
50,Male,36,25 - 45,Hispanic,0,0,0,0,F,1
51,Female,20,Less than 25,African-American,0,0,1,0,M,1
52,Male,51,Greater than 45,Hispanic,0,0,0,0,F,0
53,Male,41,Greater than 45,Caucasian,0,0,0,1,M,0
54,Male,20,Less than 25,Hispanic,0,0,0,0,F,0
55,Male,51,Greater than 45,African-American,0,0,0,7,M,0
56,Female,28,25 - 45,African-American,0,0,0,1,M,1
57,Female,33,25 - 45,Other,0,0,0,0,M,0
58,Male,38,Greater than 45,African-American,0,0,0,6,F,0
59,Female,50,Greater than 45,African-American,0,0,0,0,F,0
60,Male,35,25 - 45,Caucasian,0,0,0,0,F,0
61,Male,61,Greater than 45,Caucasian,0,0,0,7,F,0
62,Male,21,Less than 25,Other,0,0,3,0,F,1
63,Male,26,25 - 45,African-American,0,0,1,4,M,0
64,Male,23,Less than 25,Other,0,0,1,2,F,1
65,Male,24,Less than 25,African-American,0,0,0,0,M,0
66,Female,29,25 - 45,African-American,0,0,0,0,F,0
67,Male,20,Less than 25,African-American,0,0,0,2,M,1
68,Male,24,25 - 45,Hispanic,2,0,0,2,F,1
69,Male,26,25 - 45,Caucasian,0,2,1,4,M,0
70,Male,52,Greater than 45,Caucasian,0,0,0,0,M,0
71,Male,25,25 - 45,Caucasian,0,0,0,7,F,1
72,Female,22,Less than 25,African-American,0,0,0,0,F,1
73,Male,28,25 - 45,Caucasian,0,0,0,0,M,1
74,Male,26,25 - 45,African-American,0,0,1,2,F,1
75,Male,25,25 - 45,Hispanic,0,0,0,3,F,0
76,Male,32,25 - 45,Caucasian,0,0,0,13,F,1
77,Male,23,25 - 45,African-American,0,0,0,0,M,0
78,Female,52,Greater than 45,Caucasian,0,0,0,0,M,0
79,Male,21,Less than 25,Hispanic,0,0,0,10,F,1
80,Female,66,Greater than 45,Other,0,0,0,0,M,0
81,Male,38,25 - 45,African-American,0,1,1,27,F,1
82,Female,66,25 - 45,Caucasian,0,0,0,0,M,0
83,Male,23,Less than 25,Hispanic,0,0,0,0,M,0
84,Male,53,Greater than 45,Caucasian,0,0,0,3,F,0
85,Female,55,Greater than 45,Caucasian,0,0,0,0,F,1
86,Male,31,25 - 45,African-American,0,1,0,7,M,1
87,Male,22,Less than 25,Caucasian,0,0,0,0,F,1
88,Male,26,25 - 45,Caucasian,0,0,0,1,F,1
89,Male,22,Less than 25,African-American,0,1,0,0,F,1
90,Female,59,Greater than 45,Caucasian,0,0,0,0,M,0
91,Female,66,Greater than 45,Caucasian,0,0,0,0,M,0
92,Male,50,Greater than 45,African-American,0,0,0,0,F,0
93,Male,66,Greater than 45,Other,0,0,0,3,M,0
94,Male,36,25 - 45,African-American,0,0,0,4,F,1
95,Male,21,Less than 25,Caucasian,0,0,0,0,M,0
96,Male,37,25 - 45,Other,0,0,0,2,F,1
97,Female,39,25 - 45,Caucasian,0,0,0,2,F,1
98,Male,50,Greater than 45,Caucasian,0,0,0,1,F,0
99,Female,26,25 - 45,Other,0,0,0,0,F,0
100,Female,25,25 - 45,Caucasian,0,0,0,0,F,0
101,Female,25,25 - 45,African-American,0,0,0,0,F,0
102,Male,26,25 - 45,Caucasian,0,0,0,21,F,0
103,Male,26,25 - 45,Caucasian,0,0,0,4,F,1
104,Male,30,25 - 45,African-American,0,0,1,2,F,1
105,Male,37,25 - 45,African-American,2,0,0,10,F,1
106,Male,51,25 - 45,Other,0,0,0,1,F,0
107,Male,35,25 - 45,Caucasian,0,0,0,1,M,0
108,Male,32,25 - 45,Caucasian,0,0,0,11,F,1
109,Male,33,25 - 45,African-American,0,0,0,0,F,1
110,Female,38,25 - 45,African-American,0,0,0,2,F,0
111,Female,40,25 - 45,African-American,0,0,0,0,F,1
112,Male,24,Greater than 45,Hispanic,0,0,0,0,M,0
113,Male,49,Greater than 45,African-American,0,0,0,14,F,0
114,Male,64,Greater than 45,Caucasian,0,0,0,11,M,1
115,Male,24,Less than 25,African-American,0,0,0,3,F,1
116,Male,52,Greater than 45,Caucasian,0,0,0,0,F,1
117,Male,36,25 - 45,Caucasian,0,0,0,1,F,1
118,Female,26,Less than 25,Hispanic,0,0,0,0,F,1
119,Female,21,Less than 25,Caucasian,0,0,0,0,F,1
120,Male,30,25 - 45,Caucasian,0,0,0,0,F,1
121,Female,32,25 - 45,Hispanic,0,0,0,2,F,1
122,Male,46,Greater than 45,Caucasian,0,0,0,1,F,0
123,Male,19,Less than 25,Caucasian,0,0,2,0,F,1
124,Male,38,25 - 45,African-American,0,0,0,0,F,0
125,Male,40,25 - 45,Caucasian,0,0,0,0,F,0
126,Male,20,Less than 25,Caucasian,0,0,2,0,M,1
127,Male,49,Greater than 45,African-American,0,0,0,0,F,0
128,Female,29,25 - 45,African-American,0,0,0,2,F,0
129,Male,51,Greater than 45,Caucasian,0,0,0,0,F,0
130,Male,52,Greater than 45,Caucasian,0,0,0,0,F,0
131,Male,31,25 - 45,African-American,0,0,0,6,F,0
132,Female,26,25 - 45,Caucasian,0,0,0,0,F,0
133,Male,53,Greater than 45,Caucasian,0,0,0,2,M,1
134,Male,18,Less than 25,Other,0,0,0,0,F,1
135,Male,52,Greater than 45,Caucasian,0,0,0,6,F,0
136,Male,28,25 - 45,African-American,0,0,0,7,M,0
137,Male,55,Greater than 45,African-American,0,0,0,23,F,0
138,Female,22,Less than 25,Caucasian,0,0,0,0,F,1
139,Female,24,25 - 45,Caucasian,0,0,0,0,M,0
140,Male,20,Less than 25,Hispanic,0,0,1,2,F,1
141,Male,22,Less than 25,African-American,0,0,0,0,M,0
142,Female,32,25 - 45,Caucasian,0,0,0,0,F,0
143,Male,21,Less than 25,Other,0,0,0,2,M,0
144,Male,22,Less than 25,Caucasian,0,0,1,0,F,0
145,Female,26,25 - 45,Caucasian,0,0,0,4,F,0
146,Male,31,25 - 45,Caucasian,0,0,0,4,F,1
147,Male,28,25 - 45,African-American,0,0,0,2,F,0
148,Male,25,25 - 45,Caucasian,0,0,0,12,F,1
149,Female,37,25 - 45,Caucasian,0,0,0,0,M,0
150,Male,25,25 - 45,African-American,0,0,0,4,M,0
151,Male,28,25 - 45,African-American,0,0,0,1,M,1
152,Female,49,Greater than 45,African-American,0,0,0,0,M,0
153,Male,61,Greater than 45,Hispanic,0,0,0,10,F,0
154,Male,47,25 - 45,African-American,0,0,0,12,F,0
155,Male,55,Greater than 45,Other,0,0,0,0,F,0
156,Male,18,Less than 25,African-American,0,0,0,0,F,1
157,Male,54,Greater than 45,African-American,0,0,0,23,F,1
158,Male,49,Greater than 45,Caucasian,0,0,0,1,M,0
159,Female,36,25 - 45,Caucasian,0,0,0,11,F,1
160,Female,22,Less than 25,Hispanic,0,0,0,0,F,1
161,Male,54,Greater than 45,African-American,0,0,0,2,M,0
162,Female,51,Greater than 45,African-American,0,0,0,2,F,1
163,Male,30,25 - 45,Other,0,0,0,9,F,0
164,Male,22,25 - 45,African-American,0,0,0,4,F,1
165,Male,37,25 - 45,African-American,0,0,0,20,F,1
166,Male,52,Greater than 45,Caucasian,0,0,0,28,M,1
167,Male,30,25 - 45,African-American,0,0,0,13,F,1
168,Female,22,Less than 25,African-American,0,0,0,2,F,1
169,Female,52,Greater than 45,African-American,0,0,0,0,F,0
170,Female,50,Greater than 45,Caucasian,0,0,0,0,M,0
171,Female,35,25 - 45,Caucasian,0,0,0,0,F,0
172,Male,37,25 - 45,African-American,0,0,0,2,F,1
173,Female,68,Greater than 45,Other,0,0,0,0,M,0
174,Male,31,25 - 45,Hispanic,0,0,0,7,M,1
175,Male,57,Greater than 45,African-American,0,0,0,26,F,1
176,Female,53,Greater than 45,Caucasian,0,0,0,21,F,0
177,Male,51,Greater than 45,Hispanic,0,0,0,3,F,1
178,Female,25,Less than 25,African-American,0,0,0,0,M,0
179,Male,24,25 - 45,African-American,0,0,0,0,M,0
180,Female,24,25 - 45,Hispanic,0,0,0,0,M,0
181,Male,30,25 - 45,African-American,0,0,0,4,F,0
182,Male,31,25 - 45,African-American,0,1,0,8,F,1
183,Male,32,25 - 45,African-American,0,1,0,6,M,1
184,Male,40,25 - 45,African-American,0,0,0,0,M,0
185,Male,36,25 - 45,Caucasian,0,0,0,2,F,0
186,Female,43,25 - 45,Caucasian,0,0,0,0,M,1
