,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid
0,Male,27,25 - 45,African-American,1,0,0,0,M,0
1,Female,22,Less than 25,Caucasian,0,0,0,0,M,0
2,Male,49,25 - 45,African-American,0,0,0,3,F,1
3,Male,38,25 - 45,African-American,0,0,0,2,F,0
4,Female,24,25 - 45,Hispanic,0,1,0,2,F,0
5,Female,51,Greater than 45,African-American,0,0,0,0,M,0
6,Female,38,25 - 45,African-American,0,0,0,2,M,0
7,Male,36,25 - 45,African-American,0,0,0,3,F,1
8,Male,29,25 - 45,Caucasian,0,0,0,0,M,0
9,Male,60,Greater than 45,Caucasian,0,0,0,5,M,0
10,Male,34,25 - 45,African-American,0,0,0,2,F,1
11,Male,35,25 - 45,African-American,0,3,0,10,M,0
12,Male,28,25 - 45,African-American,0,0,0,0,M,0
13,Male,34,25 - 45,Caucasian,0,0,1,2,F,1
14,Male,26,25 - 45,African-American,0,1,1,4,F,1
15,Male,26,25 - 45,Caucasian,0,0,0,0,M,1
16,Female,23,Less than 25,African-American,0,0,0,2,F,1
17,Male,55,25 - 45,Caucasian,0,0,0,0,F,0
18,Male,25,25 - 45,Hispanic,0,0,0,0,F,0
19,Male,44,Greater than 45,African-American,0,0,0,9,F,1
20,Male,21,Less than 25,Caucasian,0,1,0,2,F,1
21,Male,35,25 - 45,African-American,0,0,0,0,M,0
22,Female,29,25 - 45,African-American,0,0,0,6,F,0
23,Male,51,Greater than 45,African-American,0,0,0,2,M,0
24,Male,23,Less than 25,Hispanic,0,0,0,0,F,0
25,Male,27,25 - 45,Caucasian,0,0,0,0,F,1
26,Male,46,25 - 45,Caucasian,0,0,0,4,M,1
27,Male,38,25 - 45,Caucasian,0,0,0,4,M,1
28,Male,23,25 - 45,Caucasian,0,0,0,3,F,0
29,Female,59,Greater than 45,African-American,0,0,0,0,M,0
30,Male,49,Less than 25,African-American,0,0,0,4,F,1
31,Male,22,Less than 25,Caucasian,0,0,0,0,F,0
32,Male,22,Less than 25,African-American,0,0,0,0,F,0
33,Female,38,25 - 45,African-American,0,0,0,7,M,1
34,Male,49,Greater than 45,Caucasian,0,0,0,0,F,0
35,Male,36,25 - 45,African-American,2,0,0,15,M,0
36,Female,28,25 - 45,Caucasian,0,0,1,0,F,1
37,Male,51,25 - 45,Caucasian,0,0,0,16,F,1
38,Male,29,25 - 45,African-American,0,0,0,1,F,1
39,Male,30,25 - 45,African-American,0,0,0,5,M,1
40,Male,52,Greater than 45,African-American,0,0,0,0,F,0
41,Male,37,25 - 45,Caucasian,0,0,0,0,M,0
42,Male,31,25 - 45,Other,0,0,0,0,M,1
43,Male,46,Greater than 45,Caucasian,0,0,0,3,F,1
44,Male,23,Less than 25,Caucasian,0,0,0,9,F,1
45,Male,28,25 - 45,African-American,2,3,0,2,F,0
46,Male,28,25 - 45,Caucasian,0,0,0,0,M,1
47,Male,28,25 - 45,African-American,0,0,0,0,F,0
48,Male,58,Greater than 45,Caucasian,0,0,0,0,F,0
49,Male,22,Less than 25,African-American,0,0,0,4,F,1
50,Male,28,25 - 45,African-American,0,0,0,4,F,0
51,Male,21,Less than 25,African-American,0,0,0,5,F,0
